365,PHIBVENCOHS5x45__1AMA,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Amarillo,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-amarillo
366,PHIBVENCOHS5x45__1AZU,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Azul,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-azul
367,PHIBVENCOHS5x45__1CEL,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Celeste,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-celeste
369,PHIBVENCOHS5x45__1MOR,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Morado,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-morado
370,PHIBVENCOHS5x45__1NEG,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Neg,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-neg
371,PHIBVENCOHS5x45__1PIE,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Piel,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-piel
372,PHIBVENCOHS5x45__1ROJ,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Rojo,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-rojo
373,PHIBVENCOHS5x45__1VER,Venda Cohesiva 5cm x 4.5 mts x 1 Unidad Verde,si,venda-cohesiva-5cm-x-45-mts-x-1-unidad-verde
375,PHIBVENELA10X4.5__1,Venda Elástica 10cm x 4.5m Bolsa x 1 Unidad,si,venda-elstica-10cm-x-45m-bolsa-x-1-unidad
377,PHIBVENELA15X4.5__1,Venda Elástica 15cm x 4.5m Bolsa x 1 Unidad,si,venda-elstica-15cm-x-45m-bolsa-x-1-unidad
379,PHIBVENELA5X4.5__1,Venda Elástica 5cm x 4.5m Bolsa x 1 Unidad,si,venda-elstica-5cm-x-45m-bolsa-x-1-unidad
381,PHIBVENELA7.5X4.5__1,Venda Elástica 7.5cm x 4.5m Bolsa x 1 Unidad,si,venda-elstica-75cm-x-45m-bolsa-x-1-unidad
382,PHIBVENGAS10x45__1,Venda de Gasa 10cm x 4.5mts x 1 Unidad (4H),si,venda-de-gasa-10cm-x-45mts-x-1-unidad-4h
383,PHIBVENGAS15X45__1,Venda de Gasa 15cm x 4.5mts x 1 Unidad (4H),si,venda-de-gasa-15cm-x-45mts-x-1-unidad-4h
384,PHIBVENGAS20X45__1,Venda de Gasa 20cm x 4.5mts x 1 Unidad (4H),si,venda-de-gasa-20cm-x-45mts-x-1-unidad-4h
385,PHIBVENGAS5x45__1,Venda de Gasa 5cm x 4.5mts x 1 Unidad (4H),si,venda-de-gasa-5cm-x-45mts-x-1-unidad-4h
386,PHIBVENGAS75X45__1,Venda de Gasa 7.5cm x 4.5mts x 1 Unidad (4H),si,venda-de-gasa-75cm-x-45mts-x-1-unidad-4h
387,PHID__1SEM_10,Hidrocortisona 1% Crema x 1 tubo x 10 g.,si,hidrocortisona-1porciento-crema-x-1-tubo-x-10-g
388,PIBU100SUS100,Ibuprofeno 100 mg. / 5 ml. Suspension x 1 Fco. x 100 ml.,si,ibuprofeno-100-mg--5-ml-suspension-x-1-fco-x-100-ml
389,PIBU200SUS100,Ibuprofeno 200 mg. / 5 ml. Suspension x 1 Fco. x 100 ml.,si,ibuprofeno-200-mg--5-ml-suspension-x-1-fco-x-100-ml
390,PIBU400COM100,Ibuprofeno 400 mg. x 100 comprimidos,si,ibuprofeno-400-mg-x-100-comprimidos
391,PIBU600COM100,Ibuprofeno 600 mg. x 100 comprimidos (A),si,ibuprofeno-600-mg-x-100-comprimidos-a
393,PIBU800COM_50,Ibuprofeno 800 mg. x 50 comprimidos,si,ibuprofeno-800-mg-x-50-comprimidos
394,PIMPATO_10COM_30,Atorvastatina 10 mg comprimidos x 30,si,atorvastatina-10-mg-comprimidos-x-30
395,PIMPATO_20COM_30,Atorvastatina 20 mg comprimidos x 30,si,atorvastatina-20-mg-comprimidos-x-30
396,PIMPCEF500CAP_20,CEFAMAX (Cefalexina 500 mg) cápsulas x 20,si,cefamax-cefalexina-500-mg-cpsulas-x-20
398,PIMPCLEFACCAP_30,CLEAR FACE Isotretinoina 20 mg x 30 Cápsulas blandas,si,clear-face-isotretinoina-20-mg-x-30-cpsulas-blandas
399,PIMPCLO.05SEM_25,Clobetazol 0.05% Crema tubo x 25 g.,si,clobetazol-005porciento-crema-tubo-x-25-g
401,PIMPDOX100CAP_50,Doxiciclina 100 mg cápsulas x 50,si,doxiciclina-100-mg-cpsulas-x-50
402,PIMPEPR_40COM_30,E-PRA Esomeprazol 40 mg. x 30 comprimidos,si,e-pra-esomeprazol-40-mg-x-30-comprimidos
403,PIMPFLE200CAP_20,FLEXCO Celecoxib 200 mg cápsulas x 20,si,flexco-celecoxib-200-mg-cpsulas-x-20
405,PIMPGLIMEFCOM_30,GLIMEFORM (Glimepirida 2 mg + Metformina 1000 mg) comprimidos x 30,si,glimeform-glimepirida-2-mg--metformina-1000-mg-comprimidos-x-30
406,PIMPGLIMEFDUOCOM_30,GLIMEFORM DUO (Glimepirida 4 mg + Metformina 1000 mg) comprimidos x 30,si,glimeform-duo-glimepirida-4-mg--metformina-1000-mg-comprimidos-x-30
407,PIMPGLUCOM_30,GLUCOMED GLibenclamida 5 mg + Metformina 500 mg x 30 Comprimidos,si,glucomed-glibenclamida-5-mg--metformina-500-mg-x-30-comprimidos
408,PIMPLHI62.5COM_30,Losartan 50 mg + Hidroclorotiazida 12.5 mg comprimidos x 30,si,losartan-50-mg--hidroclorotiazida-125-mg-comprimidos-x-30
411,PIMPNEO400CAP__6,NEOXIM (Cefixima 400 mg) cápsulas x 6,si,neoxim-cefixima-400-mg-cpsulas-x-6
412,PIMPNEU300CAP_30,NEUROGAB Gabapentina 300 mg x 30 cápsulas,si,neurogab-gabapentina-300-mg-x-30-cpsulas
413,PIMPNEXCLACOM_14,NEXCLAV Amoxicilina 875 mg + Ácido Clavulánico 125 mg x 14 Comprimidos Recubiertos,si,nexclav-amoxicilina-875-mg--cido-clavulnico-125-mg-x-14-comprimidos-recubiertos
414,PIMPPPR_40COM_30,P-PRA Pantoprazol 40 mg. x 30 comprimidos,si,p-pra-pantoprazol-40-mg-x-30-comprimidos
415,PIMPPREGAL_75_10,PREGALIA Pregabalina 75 mg cápsulas x 10,si,pregalia-pregabalina-75-mg-cpsulas-x-10
416,PIMPQUA___SEM_20,QUADERM Betametazona+Gentamicina+Tolnaftato+Clioquinol Crema tubo x 15 g.,si,quaderm-betametazonagentamicinatolnaftatoclioquinol-crema-tubo-x-15-g
417,PIMPTAD_20COM__4,Tadalafilo 20 mg x 4 comprimidos,si,tadalafilo-20-mg-x-4-comprimidos
418,PIMPTAMCAP_30,TAMDU Tamsulosina 0.4 mg + Dutasterida 0.5 mg x 30 Cápsulas,si,tamdu-tamsulosina-04-mg--dutasterida-05-mg-x-30-cpsulas
420,PIND100SUP100,Indometacina 100 mg. x 100 supositorios,si,indometacina-100-mg-x-100-supositorios
421,PIND_25CAP500,Indometacina 25 mg. x 500 cápsulas,si,indometacina-25-mg-x-500-cpsulas
422,PKET200COM100,Ketoconazol 200 mg. x 100 comprimidos,si,ketoconazol-200-mg-x-100-comprimidos
423,PKET_20COM_50,Ketorolaco 20 mg. x 50 comprimidos,si,ketorolaco-20-mg-x-50-comprimidos
424,PKET__2SEM_15,Ketoconazol 2 % Pomada x 1 tubo x 15 g.,si,ketoconazol-2-porciento-pomada-x-1-tubo-x-15-g
425,PLEV500COM_10,Levofloxacina 500 mg. x 10 comprimidos,si,levofloxacina-500-mg-x-10-comprimidos
426,PLEV__5COM_20,LEVODEL Levocetirizina 5 mg. x 20 comprimidos,si,levodel-levocetirizina-5-mg-x-20-comprimidos
517,PLOR_10COM100,Loratadina 10 mg. x 100 comprimidos,si,loratadina-10-mg-x-100-comprimidos
518,PLOS_50COM100,Losartan 50 mg. x 100 comprimidos,si,losartan-50-mg-x-100-comprimidos
519,PMAN___BAR_50,Mantequilla de Cacao x 50 barras,si,mantequilla-de-cacao-x-50-barras
520,PMAVARMDIA_20COM,ARMONYL DIA x 20 Comp,si,armonyl-dia-x-20-comp
521,PMAVARMNOC_20COM,ARMONYL NOCHE x 20 Comp,si,armonyl-noche-x-20-comp
522,PMAVBIO250_10SOB,BIOFLORA POLVO 250 x 10 Sobres,si,bioflora-polvo-250-x-10-sobres
523,PMAVDOL_45GEL,DOLORUB GEL x 45g,si,dolorub-gel-x-45g
524,PMAVFIB_18SOB,FIBRASOL NARANJA x 18 Sobres,si,fibrasol-naranja-x-18-sobres
525,PMAVLEBANTF50190,LEBLON ANTIOX AE FPS50 190g (ROJO),si,leblon-antiox-ae-fps50-190g-rojo
526,PMAVLEBANTF50_50,LEBLON ANTIOX AE FPS50 50g (ROJO),si,leblon-antiox-ae-fps50-50g-rojo
527,PMAVLEBANTF50_90,LEBLON ANTIOX AE FPS50 90g (ROJO),si,leblon-antiox-ae-fps50-90g-rojo
528,PMAVLEBBABF50190,LEBLON BABY & KIDS AE FPS50 190g (AMARILLO),si,leblon-baby--kids-ae-fps50-190g-amarillo
529,PMAVLEBBABF50_50,LEBLON BABY & KIDS AE FPS50 50g (AMARILLO),si,leblon-baby--kids-ae-fps50-50g-amarillo
530,PMAVLEBBABF50_90,LEBLON BABY & KIDS AE FPS50 90g (AMARILLO),si,leblon-baby--kids-ae-fps50-90g-amarillo
531,PMAVLEBBROACEF15220,LEBLON BRONZER ACEITE SPF 15 220 ml,si,leblon-bronzer-aceite-spf-15-220-ml
532,PMAVLEBBROACE_F6220,LEBLON BRONZER ACEITE FPS6 220ml,si,leblon-bronzer-aceite-fps6-220ml
533,PMAVLEBBROAUT_90,LEBLON BRONZER AUTOBRONCEANTE 90g,si,leblon-bronzer-autobronceante-90g
534,PMAVLEBBROFACF50_50,LEBLON FACIAL FPS50 X 50G,si,leblon-facial-fps50-x-50g
535,PMAVLEBEXTF50190,LEBLON SPORT EXTREM AE FPS 50 (190g) (VERDE),si,leblon-sport-extrem-ae-fps-50-190g-verde
536,PMAVLEBEXTF50_50,LEBLON SPORT EXTREME AE FPS 50 (50g) (VERDE),si,leblon-sport-extreme-ae-fps-50-50g-verde
537,PMAVLEBEXTF50_90,LEBLON SPORT EXTREM AE FPS 50 (90g) (VERDE),si,leblon-sport-extrem-ae-fps-50-90g-verde
538,PMAVLEBKIDF50190,LEBLON KIDS SPF50 BUBBLE X 190G (LILA),si,leblon-kids-spf50-bubble-x-190g-lila
539,PMAVLEBUNGLAB__8,LEBLON UNGUENTO LABIAL MEDICADO EXPO 8G,si,leblon-unguento-labial-medicado-expo-8g
540,PMAVLECCLA150,LECHUGA CLASICA 150ml,si,lechuga-clasica-150ml
541,PMAVLECCLA_60,LECHUGA CLASICA 60ml,si,lechuga-clasica-60ml
542,PMAVLECCRE150,LECHUGA CREME 150ml,si,lechuga-creme-150ml
543,PMAVLECDES_50,LECHUGA DESMAQUILLANTE PETALOS 50 Unidades,si,lechuga-desmaquillante-petalos-50-unidades
544,PMAVLECMANAGE,LECHUGA MANOS ANTI EDAD 75 g,si,lechuga-manos-anti-edad-75-g
545,PMAVLECMANARG,LECHUGA MANOS ARGAN 50ML,si,lechuga-manos-argan-50ml
546,PMAVLECMANCAS,LECHUGA MANOS CASTANA 50ML,si,lechuga-manos-castana-50ml
547,PMAVLECMANINT,LECHUGA MANOS INTENSIVA 75 g,si,lechuga-manos-intensiva-75-g
548,PMAVLECMANMAN,LECHUGA MANOS ANTI MANCHAS 75 g,si,lechuga-manos-anti-manchas-75-g
549,PMAVLECSOF110,LECHUGA SOFT 110ml,si,lechuga-soft-110ml
550,PMAVLECSOF_55,LECHUGA SOFT 55ml,si,lechuga-soft-55ml
551,PMAVNEN_20,NENEGLOSS ADVANCED 25% OZ 20g,si,nenegloss-advanced-25porciento-oz-20g
552,PMAVNEN_60,NENEGLOSS ADVANCED 25% OZ 60g,si,nenegloss-advanced-25porciento-oz-60g
553,PMAVORACOL120,"ORALGENE COLUT 0,12% FCO 120ml",si,oralgene-colut-012porciento-fco-120ml
554,PMAVORACOL500,ORALGENE 0.12% x 500ml,si,oralgene-012porciento-x-500ml
555,PMAVORAFREKID250,ORALFRESH KIDS 250ML,si,oralfresh-kids-250ml
556,PMAVORAFREKID500,ORALFRESH KIDS 500ML,si,oralfresh-kids-500ml
557,PMAVORAMENFRE250,ORALFRESH MENTA FRESCA 250ML,si,oralfresh-menta-fresca-250ml
558,PMAVORAMENFRE500,ORALFRESH MENTA FRESCA 500ML,si,oralfresh-menta-fresca-500ml
559,PMAVORAMENFUE250,ORALFRESH MENTA FUERTE 250ML,si,oralfresh-menta-fuerte-250ml
560,PMAVORAMENFUE500,ORALFRESH MENTA FUERTE 500ML,si,oralfresh-menta-fuerte-500ml
561,PMAVPRO000SPR,"PROLONG 1000 SPRAY TÓPICO 11,5%",si,prolong-1000-spray-tpico-115porciento
562,PMAVPROCRE_30,PROCTOSAN CREMA POMO X30 GR,si,proctosan-crema-pomo-x30-gr
563,PMAVTAP000_20COM,TAPSIN 1 g. x 20 Comp,si,tapsin-1-g-x-20-comp
564,PMAVTAPDIA_60SOB,TAPSIN POLVO DIA x 60 Sobres,si,tapsin-polvo-dia-x-60-sobres
565,PMAVTAPEFE_20SOB,TAPSIN EFERVENCENTE 1 g. x 20 Sobres,si,tapsin-efervencente-1-g-x-20-sobres
566,PMAVTAPFOR_20COM,TAPSIN FORTE x 20 Comp (Paracetamol + Cafeína),si,tapsin-forte-x-20-comp-paracetamol--cafena
567,PMAVTAPGTS100_15,TAPSIN GOTAS 100 mg FCO 15 ml,si,tapsin-gotas-100-mg-fco-15-ml
568,PMAVTAPINSD-N_18COM,TAPSIN INSTAFLU D/N 12+6 CP EXPORT,si,tapsin-instaflu-dn-126-cp-export
569,PMAVTAPMAS_16COM,TAPSIN CM MASTIC 160 mg x 16 Comp Masticable,si,tapsin-cm-mastic-160-mg-x-16-comp-masticable
570,PMAVTAPMIG_10COM,TAPSIN MIGRAÑA x 10 Comp (Paracetamol + Cafeína + Dihidroergotamina Mesilato),si,tapsin-migraa-x-10-comp-paracetamol--cafena--dihidroergotamina-mesilato
571,PMAVTAPNOC_60SOB,TAPSIN POLVO NOCHE x 60 Sobres,si,tapsin-polvo-noche-x-60-sobres
572,PMAVTAPPER_12COM,TAPSIN PERIODO x 12 Comp (Paracetamol + Pamabrón + Pirilamina maleato),si,tapsin-periodo-x-12-comp-paracetamol--pamabrn--pirilamina-maleato
573,PMAVTAPPID_60SOB,TAPSIN LIMON Y MIEL DÍA x 60 Sobres,si,tapsin-limon-y-miel-da-x-60-sobres
574,PMAVTAPPIN_60SOB,TAPSIN LIMON Y MIEL NOCHE x 60 Sobres,si,tapsin-limon-y-miel-noche-x-60-sobres
575,PMAVTAPPUR_16COM,TAPSIN PURO PARACETAMOL 500 mg x 16 Comp,si,tapsin-puro-paracetamol-500-mg-x-16-comp
576,PMAVVIS_15,VISIONAL OFTALMICO 15 ML,si,visional-oftalmico-15-ml
577,PMEB100COM150,Mebendazol 100 mg. x 150 comprimidos,si,mebendazol-100-mg-x-150-comprimidos
579,PMEB100SUS_30,Mebendazol 100 mg. / 5 ml. Suspension x 1 Fco. x 30 ml.,si,mebendazol-100-mg--5-ml-suspension-x-1-fco-x-30-ml
580,PMEDAPECALJBE200,Apetical Plus Jarabe Frasco 200 ml (CALCIO ZINC VIT D3),si,apetical-plus-jarabe-frasco-200-ml-calcio-zinc-vit-d3
581,PMEDAPEGOT_20,Apetitol Gotas Frasco 20 ml (Multivitamínico),si,apetitol-gotas-frasco-20-ml-multivitamnico
582,PMEDAPEINFJBE120,Apetitol Infantil Jarabe Frasco 120 ml (Multivitaminico con Minerales),si,apetitol-infantil-jarabe-frasco-120-ml-multivitaminico-con-minerales
583,PMEDAPEINFJBE240,Apetitol Infantil Jarabe Frasco 240 ml (Multivitaminico con Minerales),si,apetitol-infantil-jarabe-frasco-240-ml-multivitaminico-con-minerales
584,PMEDAPEJALTUB100,Apetitol Jalea Naranja Tubo 100 gr (Multivitamínico 8 vitamina),si,apetitol-jalea-naranja-tubo-100-gr-multivitamnico-8-vitamina
585,PMEDAPEPLUJAR120,Apetitol Plus Jarabe Frasco 120 ml (Multivitaminico con Zinc y Lisina),si,apetitol-plus-jarabe-frasco-120-ml-multivitaminico-con-zinc-y-lisina
586,PMEDAPEPLUJAR240,Apetitol Plus Jarabe Frasco 240 ml (Multivitaminico con Zinc y Lisina),si,apetitol-plus-jarabe-frasco-240-ml-multivitaminico-con-zinc-y-lisina
587,PMEDAPEZINJALTUB100,Apetitol Jalea Zinc Naranja Tubo 100 gr (Multivitamiíno 8 vitaminas + Zinc),si,apetitol-jalea-zinc-naranja-tubo-100-gr-multivitamino-8-vitaminas--zinc
588,PMEDASC400COM_20,Ascarol x 20 comprimidos recubiertos (Albendazol 400 mg),si,ascarol-x-20-comprimidos-recubiertos-albendazol-400-mg
589,PMEDATOADUJBE120,Atosyl Adulto Jarabe Frasco 120ml,si,atosyl-adulto-jarabe-frasco-120ml
590,PMEDATOPEDJBE_60,Atosyl Pediatrico Jarabe Frasco 60 ml,si,atosyl-pediatrico-jarabe-frasco-60-ml
591,PMEDBUCENJBUC240,Bucosept Solución Enjuague Bucal Frasco 240 ml (Cetylpyridinium Chloride),si,bucosept-solucin-enjuague-bucal-frasco-240-ml-cetylpyridinium-chloride
592,PMEDCEF250SUS_750,Cefulam 250 mg Suspensión Frasco 75 ml,si,cefulam-250-mg-suspensin-frasco-75-ml
593,PMEDCEF500COM_30,Cefulam 500 mg x 10 Comprimidos,si,cefulam-500-mg-x-10-comprimidos
594,PMEDCOMBJBE120,Complejo B Lamosan Jarabe Frasco 120 ml,si,complejo-b-lamosan-jarabe-frasco-120-ml
595,PMEDCOXSOB_20,Coxifast x 20 Sobres (Celecoxib 200mg),si,coxifast-x-20-sobres-celecoxib-200mg
596,PMEDDENBBTUB_30,Denture BB Tubo 30 gr (Gel limpieza dental con Xylitol 10% / Sabor Tutti Frutti),si,denture-bb-tubo-30-gr-gel-limpieza-dental-con-xylitol-10porciento--sabor-tutti-frutti
597,PMEDDENKIDENJ240,Denture Kids Enjuague Bucal x 240 ml,si,denture-kids-enjuague-bucal-x-240-ml
598,PMEDDENKIDTUB_30,Denture Kids 50 gr (Gel limpieza dental con Xylitol 10% Fluoruro / Sabor Chicle),si,denture-kids-50-gr-gel-limpieza-dental-con-xylitol-10porciento-fluoruro--sabor-chicle
599,PMEDDERTUB_15,Dermoforte Tubo 15 gr,si,dermoforte-tubo-15-gr
600,PMEDFERBFOLCOM_30,"Ferro B Complex Folic x 30 tabletas recubiertas (Suplemento de Hierro, Complejo B y Ácido Fólico)",si,ferro-b-complex-folic-x-30-tabletas-recubiertas-suplemento-de-hierro-complejo-b-y-cido-flico
601,PMEDFERBJBE240,Ferro B Complex Jarabe Frasco 240 ml (Suplemento de Hierro y Complejo B),si,ferro-b-complex-jarabe-frasco-240-ml-suplemento-de-hierro-y-complejo-b
602,PMEDGASGELSUS200,Gastrogel Suspensión Frasco 200 ml (Malgaldrato 800 mg Simeticona 60 mg/10ml),si,gastrogel-suspensin-frasco-200-ml-malgaldrato-800-mg-simeticona-60-mg10ml
603,PMEDGASGELTABMAS_20,Gastrogel x 20 Tabletas Masticables Sabor Menta/VAinilla,si,gastrogel-x-20-tabletas-masticables-sabor-mentavainilla
605,PMEDGYNCREVAGTUB_40,Gynecotin Crema Vagina 7 Aplicadores Vaginales (Metronidazol 15% Miconazol Nitrato 4%),si,gynecotin-crema-vagina-7-aplicadores-vaginales-metronidazol-15porciento-miconazol-nitrato-4porciento
606,PMEDGYNFRA100,Ginecosan Polvo para Preparar Frasco 100 gr,si,ginecosan-polvo-para-preparar-frasco-100-gr
607,PMEDHONTUB_40,Hongosan Tubo 40 gr (Miconazol 2%),si,hongosan-tubo-40-gr-miconazol-2porciento
608,PMEDIBUSOB_20,Ibuceler x 20 Sobres (Iburpofeno 600 mg),si,ibuceler-x-20-sobres-iburpofeno-600-mg
609,PMEDJABAVE,Jabon de Avena,si,jabon-de-avena
610,PMEDJABAZUSAL,Jabon de Azufre Duo con Acido Salicilico,si,jabon-de-azufre-duo-con-acido-salicilico
611,PMEDJABBIC,Jabon de Bicarbonato de Sodio,si,jabon-de-bicarbonato-de-sodio
612,PMEDJABCAR,Jabon de Carbon Activado con Calendula y Matico,si,jabon-de-carbon-activado-con-calendula-y-matico
613,PMEDJABGLI,Jabon de Glicerina,si,jabon-de-glicerina
614,PMEDJABGLIMAN,Jabon de Glicerina con Manzanilla,si,jabon-de-glicerina-con-manzanilla
615,PMEDJABGLIMIE,Jabon de Glicerina con Miel,si,jabon-de-glicerina-con-miel
616,PMEDJABGLISAB,Jabon de Glicerina con Sabila,si,jabon-de-glicerina-con-sabila
617,PMEDJABHIE,Jabon Hiel de Vaca,si,jabon-hiel-de-vaca
618,PMEDJABLEC,Jabon Leche de Cabra,si,jabon-leche-de-cabra
619,PMEDJABMAN,Jabon de Manzanilla,si,jabon-de-manzanilla
620,PMEDJABMARSAU,Jabon Marco y Sauco,si,jabon-marco-y-sauco
621,PMEDJABMAT,Jabon Matico,si,jabon-matico
622,PMEDJABMIE,Jabon de Miel,si,jabon-de-miel
623,PMEDJABRUDROM,Jabon Ruda y Romero,si,jabon-ruda-y-romero
625,PMEDJABSUL,Jabon Sulfuroso,si,jabon-sulfuroso
626,PMEDLACSOB_10,Lactoregen x 10 Sobres (Prebiótico),si,lactoregen-x-10-sobres-prebitico
627,PMEDLAMCRETUB_15,Lamoderm Crema Tubo 15 gr (Prednisolona Acetato 0.005 Y Neomicina 0.005),si,lamoderm-crema-tubo-15-gr-prednisolona-acetato-0005-y-neomicina-0005
628,PMEDLAMNASCRETUB__5,Lamoderm Nasal Crema Tubo 5 gr (Prednisolona acetato 0.3 -neomicina sulfato 0.4 -benzocaina 1),si,lamoderm-nasal-crema-tubo-5-gr-prednisolona-acetato-03--neomicina-sulfato-04--benzocaina-1
629,PMEDNEOMUCFORJBE120,Neo Mucol Forte Jarabe Frasco 120 ml (Ambroxol 30mg/5ml),si,neo-mucol-forte-jarabe-frasco-120-ml-ambroxol-30mg5ml
630,PMEDNEOMUCINFGOT_20,Neo Mucol Infantil Gotas Frasco 20 ml (Ambroxol 7.5mg/ml),si,neo-mucol-infantil-gotas-frasco-20-ml-ambroxol-75mgml
631,PMEDNEOMUCPEDJBE120,Neo Mucol Pedriatico Jarabe Frasco 120 ml (Ambroxol 15mg/5ml,si,neo-mucol-pedriatico-jarabe-frasco-120-ml-ambroxol-15mg5ml
632,PMEDODO550COM_20,Odontogesic 550 mg x 20 comprimidos (Naproxeno 550 mg),si,odontogesic-550-mg-x-20-comprimidos-naproxeno-550-mg
633,PMEDORTENJBUCFCO240,"Ortodent Brakets Enjuague Bucal Frasco 300 ml (Extrato de manzanilla, Xylitol 6%, Flúor)",si,ortodent-brakets-enjuague-bucal-frasco-300-ml-extrato-de-manzanilla-xylitol-6porciento-flor
635,PMEDSUENASSOL_60,Suero Fisiológico (Humectante Nasal) Frasco 60 ml,si,suero-fisiolgico-humectante-nasal-frasco-60-ml
636,PMEDSUNCOLTUB_60,Sun Screen Antisol Protector Solar COLOR FPS 50 Tubo 60 gr (Cafe),si,sun-screen-antisol-protector-solar-color-fps-50-tubo-60-gr-cafe
637,PMEDSUNKIDTUB_60,Sun Screen Antisol Kids Protector Solar FPS 40 Tubo 60gr,si,sun-screen-antisol-kids-protector-solar-fps-40-tubo-60gr
638,PMEDSUNTUB_60,Sun Screen Antisol Protector Solar FPS 50 Tubo 60 gr (Blanco),si,sun-screen-antisol-protector-solar-fps-50-tubo-60-gr-blanco
639,PMEDTOPBUCINFGOT_10,Topic Bucal Infantil Gotas x 10 ml (Benzocaina 2gr-sulfato de aluminio 0.3gr-timol 0.2gr),si,topic-bucal-infantil-gotas-x-10-ml-benzocaina-2gr-sulfato-de-aluminio-03gr-timol-02gr
640,PMEDTOPINFPLUSSOL_10,Topident Infantil Plus Solución Tópica x 10 ml,si,topident-infantil-plus-solucin-tpica-x-10-ml
641,PMEDTOPSOLTOPBUC_10,Topident Solución Tópica Bucal x 10 ml,si,topident-solucin-tpica-bucal-x-10-ml
642,PMEDZINUNGTUB_30,Zinox Ungüento antiescaldante antiséptico Tubo x 30 gr. (Oxido de Zinc 20%),si,zinox-ungento-antiescaldante-antisptico-tubo-x-30-gr-oxido-de-zinc-20porciento
643,PMEL7.5COM_30,Meloxicam 7.5mg x 30 comprimidos,si,meloxicam-75mg-x-30-comprimidos
644,PMEL_15COM_30,Meloxicam 15 mg x 30 comprimidos,si,meloxicam-15-mg-x-30-comprimidos
645,PMET100250SUS100,Metronidazol 250 mg./ 5ml. Suspension x 1 Fco. x 100 ml.,si,metronidazol-250-mg-5ml-suspension-x-1-fco-x-100-ml
647,PMET500COM_50,Metronidazol 500 mg. x 100 comprimidos,si,metronidazol-500-mg-x-100-comprimidos
648,PMET850COM100,Metformina 850 mg. x 100 comprimidos,si,metformina-850-mg-x-100-comprimidos
649,PMET_10COM100,Metoclopramida 10 mg. x 100 comprimidos,si,metoclopramida-10-mg-x-100-comprimidos
650,PMET__5GOT_30,Metoclopramida 5 mg. / 1 ml. Gotas x 1 Fco. x 30 ml.,si,metoclopramida-5-mg--1-ml-gotas-x-1-fco-x-30-ml
651,PMIC500COM_20,MICINABIOTIC Claritromicina 500 mg x 20 comprimidos recubiertos,si,micinabiotic-claritromicina-500-mg-x-20-comprimidos-recubiertos
652,PMIG125COM_20,Migradol 125 mg. / 1 mg. x 20 comprimidos,si,migradol-125-mg--1-mg-x-20-comprimidos
653,PMTI500COM_50,Metildopa 500 mg. x 50 comprimidos,si,metildopa-500-mg-x-50-comprimidos
654,PNIS100SEM_10,"Nistatina 100,000 UI Crema x 1 tubo x 10 g.",si,nistatina-100000-ui-crema-x-1-tubo-x-10-g
656,PNIS500COM_50,"Nistatina 500,000 UI x 50 comprimidos",si,nistatina-500000-ui-x-50-comprimidos
657,PNIS500GOT_30,"Nistatina 100,000 UI / ml. Gotas x 1 Fco. x 30 ml.",si,nistatina-100000-ui--ml-gotas-x-1-fco-x-30-ml
658,PNIS500SUS_60,"Nistatina 500,000 UI / 5 ml. Suspension 1 Fco. x 60 ml.",si,nistatina-500000-ui--5-ml-suspension-1-fco-x-60-ml
659,PNOR400COM_50,Norfloxacina 400 mg. x 50 comprimidos,si,norfloxacina-400-mg-x-50-comprimidos
660,POME_20CAP_50,Omeprazol 20 mg. x 50 cápsulas,si,omeprazol-20-mg-x-50-cpsulas
661,POME_40CAP_50,Omeprazol 40 mg. x 20 capsulas,si,omeprazol-40-mg-x-20-capsulas
662,PPAR000COM_20,Paracetamol 1000 mg. x 20 comprimidos,si,paracetamol-1000-mg-x-20-comprimidos
663,PPAR100GOT_15,Paracetamol 100 mg./ml. Gotas x 1 Fco. x 15 ml.,si,paracetamol-100-mgml-gotas-x-1-fco-x-15-ml
664,PPAR125JAR100,Paracetamol 125 mg. / 5 ml. Jarabe x 1 Fco. x 100 ml.,si,paracetamol-125-mg--5-ml-jarabe-x-1-fco-x-100-ml
665,PPAR250COM_20,Paradol Forte 250 mg. x 20 comprimidos,si,paradol-forte-250-mg-x-20-comprimidos
666,PPAR250JAR_100,Paracetamol 250 mg. / 5 ml. Jarabe x 1 Fco. x 100 ml.,si,paracetamol-250-mg--5-ml-jarabe-x-1-fco-x-100-ml
667,PPAR250SUP_50,Paracetamol 250 mg. x 50 supositorios,si,paracetamol-250-mg-x-50-supositorios
668,PPAR500COM100,Paracetamol 500 mg. x 100 comprimidos,si,paracetamol-500-mg-x-100-comprimidos
